five_sec,velocity_mean_5sec,velocity_std_5sec
00:00:00,15.99722673078313,7.802862658393302
00:00:05,15.964884262639675,7.167188428564784
00:00:10,15.686872933329887,6.830154271490491
00:00:15,16.746349661552237,30.2493332162764
00:00:20,15.681381972581216,11.641395575892046
00:00:25,15.888199183696797,23.408577633607177
00:00:30,14.58288924541071,7.123583080424221
00:00:35,14.859514957603938,7.203410749823545
00:00:40,14.466417378058518,7.088325802520316
00:00:45,14.20111440797432,7.430603218882649
00:00:50,14.231558009425799,12.25828039036219
00:00:55,15.031541079182091,34.05373631214424
00:01:00,13.698322653488264,7.915407832160565
00:01:05,13.087333009011157,7.323994957282959
00:01:10,13.01285667823099,8.334561565560021
00:01:15,13.146810890562572,9.054842690869293
00:01:20,14.060271890358363,33.65415405527399
00:01:25,12.658317537410973,7.548269235640869
00:01:30,13.250448301176515,8.796362728199439
00:01:35,14.083909957944973,25.41564232426287
00:01:40,14.931910272955635,35.351347415691336
00:01:45,15.091018151216039,33.064655470244574
00:01:50,13.645461383500578,7.5814901378701745
00:01:55,16.539358247815787,48.8823928796072
00:02:00,14.00551492478169,7.5144687573655355
00:02:05,15.102798166859857,36.67575806635289
00:02:10,13.662825414737094,7.569574039026421
00:02:15,13.517804430217664,7.587878542615297
00:02:20,13.427742374750416,7.629578079040645
00:02:25,14.028367597303895,18.640905200271852
00:02:30,14.4684496549286,20.315017312237636
00:02:35,13.533599896978336,7.870050483913743
00:02:40,17.04415486725512,76.50242007000448
00:02:45,17.638870234679253,74.95304634139623
00:02:50,13.739266355181133,6.882133938593961
00:02:55,13.801466008848443,7.388411464053526
00:03:00,13.577768764917185,7.002490049059189
00:03:05,13.723295322777698,6.904306119554107
00:03:10,17.009230267085993,78.6251298012504
00:03:15,14.11806733674386,9.859866410305862
00:03:20,14.71796269526314,19.325171086028963
00:03:25,14.796187175046077,16.188941311806577
00:03:30,14.061955941641763,7.218740926491443
00:03:35,13.84333841582786,6.980095476947122
00:03:40,14.702660292055876,26.062404406254682
00:03:45,14.1994721167526,6.917689128563021
00:03:50,14.271556317387793,6.549938281587564
00:03:55,14.756968409156011,6.1875700811294685
00:04:00,15.378431353316433,12.478989145113516
00:04:05,15.016779517932308,5.992349844638425
00:04:10,14.905362011548206,6.263351794363336
00:04:15,15.007039556693838,6.52578808735419
00:04:20,14.735010286625926,6.3891960337586955
00:04:25,14.317128915569732,6.56956658358111
00:04:30,14.143587665779382,6.7113789999110445
00:04:35,17.567933480589314,78.13203090934825
00:04:40,14.097007284011532,7.503533304863608
00:04:45,14.201118925541468,18.10997468948785
00:04:50,13.457960835596277,7.29408288175307
00:04:55,13.307427408403102,7.340098427434602
00:05:00,13.613326558568728,7.152949152381934
00:05:05,13.802589290355547,7.362948440617953
00:05:10,15.45659333442165,53.94125704300523
00:05:15,14.11786395619064,18.444422718651943
00:05:20,13.434947000316578,8.25745920113782
00:05:25,13.166720557273546,7.76063066315816
00:05:30,12.95309597004888,8.847345780011397
00:05:35,13.18065840036572,7.097619360565674
00:05:40,14.010710213590574,8.41425700613473
00:05:45,14.419308335970214,15.71674903390445
00:05:50,13.773725254903903,6.975124373146046
00:05:55,14.138093347775696,8.661095350244835
00:06:00,13.869849026945419,7.002581784262599
00:06:05,13.838911274984365,7.28255510592633
00:06:10,13.542710318958658,7.459167829852336
00:06:15,13.76714241542868,9.066714154716276
00:06:20,15.575180663095182,54.28227407511418
00:06:25,13.3999835383765,9.177629493389635
00:06:30,13.557624082983937,8.046623704564997
00:06:35,13.548871551123458,11.228444144631476
00:06:40,13.273053198050885,10.076560485568681
00:06:45,13.265575476961745,9.318045773817547
00:06:50,15.42620314148566,44.989485749189846
00:06:55,13.029891081530122,7.969900791886096
00:07:00,13.673172928341446,13.383783491737468
00:07:05,14.128474631125938,27.94188645279113
00:07:10,14.37532973650551,13.83214029892454
00:07:15,13.737034556218312,10.313582156287612
00:07:20,13.820868055005553,10.482287872187412
00:07:25,13.410773886509837,9.034073468154652
00:07:30,13.76846745430741,10.477130208714767
00:07:35,14.783680374525773,20.988590029221843
00:07:40,16.202094394449475,49.30646827486128
00:07:45,14.299417429377462,9.922168132395152
00:07:50,13.586174557986029,8.319437661754304
00:07:55,14.349390771644527,13.219337603461982
00:08:00,13.975061794721249,9.755549718266298
00:08:05,14.140989283318547,10.21329577815066
00:08:10,13.94915310272458,9.390296311523146
00:08:15,13.59465116238403,7.088014128275179
