iter	MAE	RMSE
80	7.42573587	9.87192279
81	7.379981711	9.814106649
82	7.320124074	9.75825543
83	7.269528412	9.707434594
84	7.226828617	9.665545429
85	7.180613734	9.624205644
86	7.131023951	9.533932872
87	7.088482257	9.488823886
88	7.044514233	9.426490651
89	7.01528084	9.397798878
90	6.984501345	9.367004788
91	6.948618004	9.331265328
92	6.908534882	9.267788753
93	6.879513761	9.239709608
94	6.847401568	9.206169331
95	6.819881306	9.179025723
96	6.7890777	9.150946182
97	6.750971543	9.075975709
98	6.726428886	9.053780421
99	6.702599269	9.02922812
100	6.678751371	8.999435915
101	6.648701206	8.969854688
102	6.628339532	8.946964609
103	6.607121837	8.926734129
104	6.576594227	8.874429232
105	6.55699918	8.844952041
106	6.537190264	8.822706784
107	6.514989946	8.794202746
108	6.492856764	8.771245743
109	6.474754181	8.752913376
110	6.454641329	8.733597808
111	6.426936112	8.695563208
112	6.406397988	8.674080095
113	6.387728986	8.649247073
114	6.370993272	8.632687159
115	6.352115146	8.612239154
116	6.327274421	8.564193014
117	6.307168373	8.546598431
118	6.289451305	8.510246972
119	6.277355498	8.500171376
120	6.266799163	8.483970745
121	6.253370736	8.46490024
122	6.23296318	8.421634699
123	6.219907847	8.408005985
124	6.195807571	8.365149365
125	6.178836655	8.331244543
126	6.161979245	8.307477877
127	6.151409431	8.292618038
128	6.136633368	8.276990431
129	6.123506793	8.256359923
130	6.107134792	8.237517658
131	6.090227666	8.221776098
132	6.063897917	8.185837544
133	6.051989498	8.164854098
134	6.030825805	8.131517517
135	6.014517533	8.100142968
136	5.99837289	8.075860285
137	5.981126968	8.052777012
138	5.962902647	8.024645226
139	5.945397546	8.009958086
140	5.935902883	7.99567863
141	5.91719224	7.966040177
142	5.905857022	7.955897648
143	5.894804672	7.934087909
144	5.876382746	7.905513873
145	5.86421995	7.892969483
146	5.857385014	7.884574945
147	5.842007957	7.861585209
148	5.834568426	7.852095637
149	5.813704179	7.824541795
150	5.796148333	7.79562172
151	5.783225989	7.767941388
152	5.766335992	7.751663618
153	5.752672388	7.73511607
154	5.739370345	7.722436126
155	5.721814285	7.703233599
156	5.707744796	7.693549426
157	5.69308142	7.682371721
158	5.675712324	7.659701519
159	5.660219176	7.639114043
160	5.651481364	7.628226472
161	5.644542996	7.622659515
162	5.630707123	7.599072751
163	5.615813981	7.56869242
164	5.598650577	7.553605306
165	5.587779418	7.538992589
166	5.579135878	7.527037626
167	5.566287279	7.513182465
168	5.55169222	7.487521637
169	5.541444311	7.467957538
170	5.519173531	7.438816428
171	5.505728375	7.409328647
172	5.496853948	7.388423206
173	5.48438759	7.370119446
174	5.474278912	7.354770499
175	5.46067861	7.344906653
176	5.448438041	7.327965513
177	5.437030135	7.31215729
178	5.422293003	7.291305373
179	5.406968503	7.268514898
180	5.395211655	7.253688023
181	5.381522141	7.235071415
182	5.369383431	7.205891685
183	5.358618055	7.179143133
184	5.346467716	7.165627849
185	5.336088813	7.14692307
186	5.328285123	7.138593889
187	5.317057204	7.123247527
188	5.309028952	7.117607531
189	5.29826079	7.095163617
190	5.287372329	7.069831993
191	5.273012083	7.04195499
192	5.261662891	7.027412613
193	5.250158483	7.010768016
194	5.243238885	6.995354789
195	5.232439762	6.981546002
196	5.22508313	6.966318406
197	5.213061577	6.950825976
198	5.20043107	6.941861645
199	5.191331365	6.928694747
200	5.179809849	6.918608264
201	5.169513599	6.902210214
202	5.157594003	6.87920035
203	5.147362794	6.872760719
204	5.135218745	6.854239383
205	5.124381675	6.833743401
206	5.115447571	6.819494746
207	5.104665878	6.80464022
208	5.094073628	6.78878377
209	5.084564959	6.782931821
210	5.076662049	6.776726013
211	5.066300337	6.762774627
212	5.056518089	6.753088022
213	5.049834935	6.744795322
214	5.040787182	6.738687444
215	5.031306023	6.719376233
216	5.025087126	6.709043621
217	5.01471077	6.691016116
218	5.00423312	6.672533568
219	4.993752201	6.658994185
220	4.984235401	6.645060167
221	4.976451731	6.637712139
222	4.965885284	6.622755935
223	4.960694344	6.614700907
224	4.950675931	6.602049634
225	4.943378493	6.598584881
226	4.938229117	6.588408307
227	4.930179225	6.575726872
228	4.924207288	6.565451519
229	4.910535795	6.544279226
230	4.90026891	6.52704519
231	4.89109101	6.520157225
232	4.884116911	6.508488882
233	4.875352987	6.50118741
234	4.866053691	6.495033058
235	4.856785221	6.478948917
236	4.849194273	6.465530461
237	4.844433215	6.457751043
238	4.833097245	6.447398919
239	4.825175806	6.441950137
240	4.81938416	6.432728952
241	4.805035635	6.410860882
242	4.797042264	6.40580269
243	4.79171962	6.396653518
244	4.78578324	6.385961705
245	4.771196807	6.363694054
246	4.766279975	6.354855379
247	4.755894147	6.348276522
248	4.747313551	6.332146724
249	4.738996443	6.316817914
250	4.729995388	6.302163356
251	4.71712552	6.284106057
252	4.712977345	6.279016337
253	4.708405152	6.270852123
254	4.70105524	6.253297609
255	4.692887948	6.240179483
256	4.685282325	6.225457575
257	4.672118589	6.206447715
258	4.664082359	6.194861636
259	4.657876231	6.182617177
260	4.65264436	6.174895989
261	4.648520112	6.166936732
262	4.644060949	6.158283486
263	4.636850344	6.153445282
264	4.633203615	6.14729338
265	4.626657504	6.143733326
266	4.619811875	6.129759913
267	4.611028632	6.114951538
268	4.603717646	6.109189744
269	4.597554137	6.106490379
270	4.592851609	6.098793758
271	4.58611374	6.093796165
272	4.579060965	6.083076832
273	4.569734753	6.06726639
274	4.56125146	6.056217484
275	4.55696689	6.048095352
276	4.552116819	6.041260033
277	4.545350282	6.025957442
278	4.539797682	6.022656141
279	4.528213122	6.004328621
280	4.522015583	5.992545146
281	4.512433291	5.980723049
282	4.507684579	5.973227951
283	4.501741987	5.960932081
284	4.498115921	5.954358599
285	4.492032724	5.945305983
286	4.485976988	5.94220854
287	4.479678402	5.934875415
288	4.470269109	5.923078484
289	4.465023944	5.916260202
290	4.45560418	5.904664325
291	4.444796043	5.88727426
292	4.439351975	5.874706263
293	4.435906625	5.868476878
294	4.429225923	5.864162509
295	4.423675302	5.861656217
296	4.414216853	5.846767292
297	4.405106983	5.835009557
298	4.400364061	5.826684674
299	4.3972883	5.820052031
300	4.395342386	5.81522089
301	4.39094142	5.809022219
302	4.380812261	5.794980961
303	4.378945445	5.79044869
304	4.373647891	5.782684913
305	4.367653916	5.778600791
306	4.359112522	5.76669341
307	4.350839778	5.756490721
308	4.344684744	5.747898013
309	4.337742062	5.735219577
310	4.3337989	5.728544925
311	4.327471291	5.716770215
312	4.318693016	5.700964435
313	4.308663103	5.685153634
314	4.304867187	5.677980716
315	4.30285394	5.6742786
316	4.298216968	5.666055464
317	4.293836027	5.659112209
318	4.286445183	5.65447906
319	4.280722291	5.65140818
320	4.272082505	5.642046776
321	4.266352497	5.630215448
322	4.258153365	5.6216985
323	4.25757509	5.619826674
324	4.254766825	5.615128488
325	4.241732152	5.596884794
326	4.234082496	5.584837703
327	4.230256819	5.575781961
328	4.224025079	5.571927698
329	4.218598437	5.56803624
330	4.208487457	5.550508433
331	4.201829912	5.545781953
332	4.195863421	5.5411179
333	4.184978386	5.525312002
334	4.178363012	5.518563315
335	4.175482142	5.513969403
336	4.166816877	5.503267079
337	4.155463544	5.487629384
338	4.143723785	5.470796275
339	4.13714372	5.464863996
340	4.133737814	5.458174795
341	4.12938659	5.448695045
342	4.125521517	5.444083678
343	4.11806794	5.436976097
344	4.114145362	5.42785123
345	4.107066222	5.419005728
346	4.10395134	5.413992388
347	4.097166579	5.40164217
348	4.088081802	5.389203717
349	4.081126907	5.381001166
350	4.070828723	5.367775142
351	4.060862441	5.355273978
352	4.058705354	5.351909781
353	4.0546102	5.347547402
354	4.047416368	5.338207176
355	4.036432568	5.323358757
356	4.025550023	5.307004545
357	4.024469651	5.304699417
358	4.019193168	5.301636425
359	4.015182627	5.294387079
360	4.00548512	5.281694509
361	3.997667288	5.270251209
362	3.992807393	5.267374385
363	3.989360988	5.262513775
364	3.984570478	5.257454391
365	3.974960586	5.245787775
366	3.972496036	5.2411114
367	3.967624856	5.235346243
368	3.962889069	5.227678882
369	3.959849503	5.221720319
370	3.954651308	5.218796378
371	3.953951872	5.216447285
372	3.944910973	5.203964433
373	3.93680371	5.191908929
374	3.929141122	5.180458908
375	3.923420417	5.175984821
376	3.913581502	5.162036687
377	3.907749994	5.155794769
378	3.899880989	5.148889066
379	3.898780181	5.146896567
380	3.891618821	5.140696402
381	3.886484317	5.136544466
382	3.884399493	5.132300298
383	3.879347332	5.122174239
384	3.872792518	5.115103538
385	3.869236378	5.112680088
386	3.863964852	5.110557046
387	3.861059977	5.105023463
388	3.855989	5.100920856
389	3.853288894	5.095337707
390	3.842368494	5.080977593
391	3.837997223	5.072734091
392	3.834916081	5.070756251
393	3.829672943	5.066568872
394	3.824009528	5.059788976
395	3.822245167	5.056580303
396	3.818295956	5.050290126
397	3.815747695	5.045815658
398	3.811503392	5.043764609
399	3.801829311	5.029977935
400	3.797733131	5.02213044
401	3.789517162	5.009585736
402	3.785077993	5.006490148
403	3.777141146	4.994927613
404	3.774306918	4.991253784
405	3.774065632	4.990541702
406	3.769432438	4.986995997
407	3.765455161	4.984508034
408	3.762084454	4.979157194
409	3.757613717	4.976137987
410	3.754645887	4.970323019
411	3.748935654	4.965573654
412	3.745141955	4.960951382
413	3.74412803	4.958477179
414	3.740066478	4.950211148
415	3.738990463	4.948301679
416	3.73673824	4.944757012
417	3.732943848	4.937087632
418	3.7271056	4.928180603
419	3.719600562	4.918398339
420	3.715014416	4.915558529
421	3.711306052	4.910163832
422	3.708817354	4.906311426
423	3.706000953	4.90066469
424	3.700691439	4.896329703
425	3.695273627	4.890248771
426	3.691817369	4.888167023
427	3.68929546	4.883063077
428	3.682089718	4.873822603
429	3.675711985	4.86388561
430	3.66559065	4.850935438
431	3.662173832	4.845447822
432	3.661962006	4.844795146
433	3.658777559	4.839725389
434	3.653238115	4.835346101
435	3.646340591	4.826245255
436	3.64170208	4.82354297
437	3.638993809	4.819441352
438	3.633292007	4.814122497
439	3.627660568	4.810661707
440	3.624032814	4.808630492
441	3.618902889	4.79978223
442	3.610984611	4.79045262
443	3.602467146	4.779863143
444	3.599787078	4.774746096
445	3.596780007	4.768646936
446	3.591542197	4.760162377
447	3.585797782	4.752049111
448	3.582293591	4.746139524
449	3.580163048	4.741771428
450	3.575953756	4.73450615
451	3.568720313	4.725595644
452	3.567311508	4.723776463
453	3.565322129	4.719332965
454	3.561415208	4.714731928
455	3.551235788	4.701143202
456	3.541977116	4.68798915
457	3.534475896	4.678405464
458	3.528363639	4.670743671
459	3.521060251	4.66019879
460	3.517281281	4.653745879
461	3.515165543	4.652845815
462	3.512032163	4.651019305
463	3.509527343	4.647993951
464	3.506688639	4.646740168
465	3.502652513	4.639472328
466	3.500622127	4.635493494
467	3.493415579	4.624876527
468	3.484890789	4.612923228
469	3.480425021	4.604797977
470	3.474731697	4.596072058
471	3.465757629	4.586307375
472	3.460643778	4.57771038
473	3.459840007	4.576161111
474	3.456066222	4.573465465
475	3.454074728	4.569563758
476	3.446240296	4.558339088
477	3.444048227	4.555266668
478	3.439042789	4.547856007
479	3.436790246	4.543139023
480	3.43528694	4.539688939
481	3.432562564	4.534205224
482	3.42282021	4.522036743
483	3.420171718	4.517484008
484	3.412739488	4.510096898
485	3.410178184	4.508673296
486	3.405812852	4.505688346
487	3.404814101	4.503083127
488	3.40177516	4.500562125
489	3.398565387	4.497167422
490	3.393828973	4.493722302
491	3.391052793	4.489398112
492	3.38935859	4.485492546
493	3.384674134	4.480749957
494	3.380294906	4.472457745
495	3.377137658	4.467924224
496	3.374713001	4.465335992
497	3.374521756	4.46473372
498	3.366787331	4.45458375
499	3.359479843	4.44424421
500	3.35530949	4.441469617
501	3.349833031	4.433654305
502	3.341354291	4.423624261
503	3.338158628	4.419872339
504	3.33365255	4.411316698
505	3.330328961	4.405474596
506	3.327355443	4.402899685
507	3.319181023	4.391892951
508	3.31245433	4.380365741
509	3.310286543	4.37623806
510	3.307415014	4.372907207
511	3.304540335	4.370279977
512	3.300661291	4.366878022
513	3.297378576	4.362568297
514	3.29189197	4.354187993
515	3.290491573	4.35122528
516	3.285486445	4.344527965
517	3.280279201	4.339678503
518	3.277430311	4.336985701
519	3.273126256	4.332992708
520	3.267389572	4.324826001
521	3.266284569	4.322905826
522	3.263831448	4.318309415
523	3.261377018	4.314735223
524	3.260087471	4.31342746
525	3.258453693	4.310951715
526	3.255300775	4.304311059
527	3.247303276	4.295107222
528	3.241613408	4.285614549
529	3.237231397	4.27869473
530	3.235146215	4.275455683
531	3.23156075	4.270569916
532	3.228313902	4.267864467
533	3.22626045	4.265401594
534	3.220501067	4.259337316
535	3.216571023	4.256731021
536	3.208701715	4.246407662
537	3.207686313	4.24402943
538	3.20401888	4.240655726
539	3.202315372	4.237976896
540	3.195773287	4.229871514
541	3.192689975	4.227699278
542	3.186131647	4.218934373
543	3.184816879	4.216522172
544	3.182142266	4.213710452
545	3.179095739	4.210539747
546	3.177589746	4.207933694
547	3.177381286	4.207353531
548	3.173735865	4.203786003
549	3.173356654	4.20241401
550	3.167306537	4.195583343
551	3.165311792	4.191905988
552	3.162868651	4.187677748
553	3.160882746	4.184205967
554	3.158331959	4.181049596
555	3.152798385	4.173384066
556	3.149085347	4.168904345
557	3.148017264	4.167719222
558	3.143706092	4.162408305
559	3.137332365	4.156217171
560	3.13257707	4.149888634
561	3.125244741	4.140386865
562	3.124213455	4.138742142
563	3.122405597	4.13634552
564	3.115873683	4.12975777
565	3.115008916	4.127585836
566	3.106465423	4.118178318
567	3.10561019	4.116153847
568	3.103636084	4.112325842
569	3.100108011	4.10812289
570	3.09880306	4.106109287
571	3.09798728	4.104110763
572	3.095849623	4.101025365
573	3.088192665	4.093137534
574	3.086375497	4.089612648
575	3.083290135	4.083383863
576	3.077203755	4.074932534
577	3.074383827	4.071862387
578	3.071266862	4.069964714
579	3.068716919	4.065793815
580	3.067412463	4.063659525
581	3.062948256	4.057921608
582	3.062196354	4.056044841
583	3.05942337	4.053121141
584	3.056960582	4.048987059
585	3.052163433	4.044412935
586	3.049982074	4.041004615
587	3.044076044	4.031075454
588	3.040165386	4.028019637
589	3.037361565	4.026401563
590	3.034095504	4.021966692
591	3.02771531	4.013032557
592	3.023998371	4.010930331
593	3.021469409	4.00720016
594	3.02020408	4.005330036
595	3.019721576	4.004384308
596	3.017537745	4.000701479
597	3.013229933	3.994805409
598	3.009363895	3.992079379
599	3.003692255	3.985342431
600	2.999076149	3.978720026
601	2.997446378	3.976022438
602	2.994550727	3.972275733
603	2.988595161	3.964405059
604	2.985262028	3.960795903
605	2.984219978	3.958900244
606	2.980441701	3.956012338
607	2.978024035	3.953393017
608	2.977573039	3.951797875
609	2.974416115	3.947654639
610	2.972936549	3.946033058
611	2.969018516	3.941908853
612	2.963108782	3.935359164
613	2.958851519	3.929185545
614	2.957211534	3.925533336
615	2.952622355	3.921157411
616	2.949942652	3.918963093
617	2.946787534	3.915736342
618	2.939707931	3.905952542
619	2.936948173	3.903224587
620	2.93409894	3.899534582
621	2.933527173	3.897690232
622	2.931643159	3.896613524
623	2.92833552	3.894248263
624	2.9261958	3.891255384
625	2.923395193	3.886678415
626	2.921131889	3.88428758
627	2.919119814	3.8820973
628	2.916782228	3.877998567
629	2.913469484	3.87621446
630	2.911923839	3.874652912
631	2.904510597	3.865665071
632	2.896764241	3.853431061
633	2.895970089	3.852190417
634	2.893412938	3.850598737
635	2.890524518	3.846410246
636	2.883192607	3.835197622
637	2.879739158	3.831636127
638	2.873904408	3.824710617
639	2.866948518	3.814423897
640	2.864081054	3.809847275
641	2.863020156	3.808822066
642	2.856304723	3.800767432
643	2.855314957	3.799289581
644	2.854176832	3.79714255
645	2.850761942	3.792040254
646	2.848400622	3.790540592
647	2.846867803	3.788058764
648	2.844947656	3.786856813
649	2.838034687	3.777281412
650	2.83324364	3.770353117
651	2.831387268	3.767784643
652	2.82849791	3.763663651
653	2.822816862	3.756300655
654	2.820028847	3.750651943
655	2.817968084	3.74806363
656	2.810632369	3.740585553
657	2.809995315	3.738481683
658	2.8078642	3.735303362
659	2.806152223	3.732537266
660	2.804784988	3.729350182
661	2.80334372	3.72703231
662	2.803056465	3.726043542
663	2.799930213	3.723200348
664	2.797794568	3.718907746
665	2.793895459	3.71206481
666	2.793038011	3.710508898
667	2.79055759	3.708965828
668	2.786807789	3.704556129
669	2.785950069	3.701986816
670	2.780712834	3.69526143
671	2.778181882	3.690306258
672	2.777329491	3.689351553
673	2.776531559	3.687901769
674	2.771807992	3.681748299
675	2.765213011	3.671157095
676	2.760185284	3.66442036
677	2.757055425	3.660460272
678	2.754873048	3.658229635
679	2.749259208	3.650697119
680	2.745350642	3.646978935
681	2.744471446	3.645293246
682	2.73883446	3.638312928
683	2.732826545	3.630919411
684	2.731303574	3.62794986
685	2.73000026	3.625967483
686	2.725743574	3.618757846
687	2.724951314	3.617147421
688	2.723875227	3.615810817
689	2.722329118	3.614727364
690	2.720865337	3.611563013
691	2.719878767	3.609963364
692	2.718923866	3.608594031
693	2.717603211	3.606388508
694	2.716215892	3.604434601
695	2.713014723	3.600785578
696	2.71116848	3.597975302
697	2.710065705	3.595800396
698	2.707349443	3.59224284
699	2.706673945	3.59091255
700	2.705456772	3.589406384
701	2.70395478	3.587665291
702	2.699983117	3.584204547
703	2.695260105	3.57875367
704	2.694755068	3.577592385
705	2.690941162	3.574243142
706	2.688113732	3.571613531
707	2.686870009	3.569752979
708	2.681701614	3.563822555
709	2.674813638	3.55340309
710	2.673190682	3.551507791
711	2.66796065	3.544931297
712	2.662553246	3.537765854
713	2.660523014	3.534961302
714	2.659394314	3.534046754
715	2.657474152	3.532949262
716	2.653788115	3.52927103
717	2.652734869	3.527290341
718	2.651796513	3.52562681
719	2.650285035	3.52225395
720	2.648062103	3.520043666
721	2.646772674	3.518339984
722	2.64612095	3.51664908
723	2.64239537	3.512903363
724	2.639416881	3.51026608
725	2.636731042	3.506838586
726	2.635305305	3.503980612
727	2.634282761	3.502684675
728	2.633003651	3.501143688
729	2.62664521	3.492538075
730	2.624799955	3.48939701
731	2.622638578	3.487098937
732	2.621291265	3.485984469
733	2.617383009	3.482194245
734	2.616819802	3.48109632
735	2.613882327	3.478001952
736	2.612669473	3.476403796
737	2.611734547	3.47506993
738	2.608625927	3.472192818
739	2.606790578	3.471019968
740	2.605378075	3.470110457
741	2.601595504	3.46609963
742	2.600728469	3.464921328
743	2.595548895	3.456776572
744	2.590774894	3.449889292
745	2.59029165	3.449121108
746	2.587467099	3.446456504
747	2.586733096	3.444811863
748	2.585425973	3.441888539
749	2.5836859	3.438569289
750	2.580991096	3.435318542
751	2.579696901	3.43295063
752	2.577561839	3.431894098
753	2.576976383	3.430450779
754	2.570576489	3.422937787
755	2.566999929	3.418927343
756	2.565338907	3.417273472
757	2.561770433	3.413793751
758	2.560586852	3.411266508
759	2.558702569	3.409866649
760	2.557776991	3.407418677
761	2.553977356	3.403626341
762	2.551846317	3.40173041
763	2.551038613	3.400601848
764	2.550554519	3.399415293
765	2.549796629	3.398143222
766	2.546058591	3.392989535
767	2.544108128	3.391313302
768	2.542904869	3.389495101
769	2.538448244	3.383920571
770	2.535624908	3.38004709
771	2.534085745	3.377171997
772	2.529346683	3.371421067
773	2.528768705	3.37052046
774	2.526089112	3.368603532
775	2.525264544	3.367110653
776	2.524550712	3.365756839
777	2.519342889	3.359689692
778	2.51788322	3.357326245
779	2.511721314	3.347195338
780	2.510911903	3.346070372
781	2.507694006	3.34030657
782	2.504833122	3.337761695
783	2.504210069	3.336539177
784	2.501406309	3.33267599
785	2.498965288	3.331264577
786	2.497120449	3.328376824
787	2.495589813	3.327586944
788	2.493586915	3.326177762
789	2.492867688	3.325253266
790	2.491663573	3.323256728
791	2.491114919	3.322349738
792	2.486122629	3.314722717
793	2.485320672	3.312988912
794	2.482308353	3.309171091
795	2.479927907	3.306354228
796	2.477975828	3.303435863
797	2.476559886	3.300342927
798	2.472909677	3.295973466
799	2.470778609	3.294582784
800	2.470025207	3.293401279
801	2.464028629	3.286877508
802	2.463282799	3.285470673
803	2.461104963	3.282604152
804	2.460523499	3.281833722
805	2.459609829	3.280554201
806	2.458084694	3.279515268
807	2.457010882	3.277936372
808	2.452895436	3.273676611
809	2.447528731	3.265712535
810	2.445581351	3.264207407
811	2.444715746	3.263003298
812	2.442378996	3.260619893
813	2.439846136	3.25565179
814	2.436672986	3.251481572
815	2.434931168	3.250267455
816	2.429226521	3.242453025
817	2.428584233	3.241193495
818	2.426674794	3.238699761
819	2.424876841	3.236368877
820	2.421802959	3.232298419
821	2.420575351	3.231627091
822	2.419135664	3.230493384
823	2.417538683	3.229332475
824	2.416155634	3.227445301
825	2.411345198	3.220316552
826	2.4092356	3.217731774
827	2.407120502	3.21422132
828	2.405529728	3.211616228
829	2.402398924	3.206947373
830	2.401411283	3.205224688
831	2.400723779	3.20342123
832	2.397976979	3.199570219
833	2.393788201	3.193045364
834	2.392948676	3.190746401
835	2.391781004	3.189062332
836	2.390394462	3.187171136
837	2.388539322	3.184813787
838	2.386074903	3.182199915
839	2.382828528	3.178698081
840	2.379621563	3.175057618
841	2.379141285	3.174241537
842	2.375751777	3.168335976
843	2.37482241	3.167103658
844	2.372394419	3.164164946
845	2.369350331	3.160824679
846	2.368323505	3.160188326
847	2.365737206	3.15814573
848	2.36378106	3.155378541
849	2.36218079	3.153240436
850	2.359842492	3.148829907
851	2.354280295	3.142658044
852	2.353195028	3.141029873
853	2.352474211	3.139720719
854	2.348842126	3.135434507
855	2.347155361	3.133048858
856	2.345170961	3.129816502
857	2.344360013	3.128591059
858	2.343264363	3.126437968
859	2.340843973	3.122062262
860	2.338210269	3.11959665
861	2.336451584	3.118227264
862	2.33538392	3.116775536
863	2.332875011	3.113092531
864	2.330354543	3.110970501
865	2.325522138	3.105685273
866	2.324565422	3.10439264
867	2.322342819	3.101693329
868	2.320596275	3.098909192
869	2.318270645	3.09557032
870	2.315983976	3.092384737
871	2.314270458	3.090265309
872	2.313414424	3.089078282
873	2.307759066	3.082079767
874	2.302963894	3.075724245
875	2.300964627	3.073923167
876	2.30032375	3.07300648
877	2.297719554	3.070564455
878	2.296570142	3.06919446
879	2.294127157	3.065880884
880	2.290224346	3.060201477
881	2.287951675	3.057935074
882	2.287231311	3.056552592
883	2.286136024	3.055278062
884	2.281594679	3.048923496
885	2.276649284	3.042775006
886	2.275079858	3.041845118
887	2.270860527	3.036491274
888	2.268759701	3.035297383
889	2.26486924	3.03055641
890	2.264060764	3.029442966
891	2.261603119	3.026184658
892	2.260407256	3.025429442
893	2.257034932	3.021281025
894	2.256444511	3.020266888
895	2.255112678	3.018295167
896	2.254027584	3.016771388
897	2.25293455	3.014899444
898	2.248935089	3.00975199
899	2.248414245	3.008751191
900	2.246718603	3.007194667
901	2.244178282	3.004486519
902	2.241586236	3.001960333
903	2.24076167	3.000786492
904	2.237696976	2.995502466
905	2.235170529	2.99369673
906	2.232356013	2.98983752
907	2.230396925	2.988322821
908	2.229053777	2.986555859
909	2.226164978	2.982893184
910	2.224491972	2.980574554
911	2.223642344	2.979117917
912	2.219443508	2.974487947
913	2.216659765	2.971636548
914	2.21225339	2.964752908
915	2.20938016	2.961245111
916	2.208105179	2.960387524
917	2.203763955	2.95270103
918	2.202051415	2.951345303
919	2.200432747	2.948707146
920	2.197690427	2.94485094
921	2.196991938	2.943619028
922	2.196194597	2.942248077
923	2.194359005	2.940955773
924	2.192220125	2.938909368
925	2.189385689	2.936252491
926	2.18897259	2.935581786
927	2.187802866	2.934169129
928	2.186920552	2.933625143
929	2.186294705	2.932531194
930	2.185623283	2.930647321
931	2.182197083	2.92548351
932	2.181654808	2.923924455
933	2.180201691	2.922325172
934	2.178947572	2.921161755
935	2.17621976	2.917382823
936	2.17505751	2.915379007
937	2.17256924	2.911857417
938	2.172248893	2.910965904
939	2.170870395	2.909814969
940	2.169364647	2.908907725
941	2.167932152	2.907733732
942	2.165378374	2.905165595
943	2.16463807	2.904076197
944	2.161783361	2.9011661
945	2.161034243	2.899739536
946	2.159723566	2.898924893
947	2.157581738	2.895712712
948	2.15667864	2.894006752
949	2.154927024	2.891201679
950	2.152987293	2.888852579
951	2.152022737	2.887436356
952	2.148877129	2.883298208
953	2.146391382	2.880146184
954	2.143805666	2.876931458
955	2.142744935	2.874743838
956	2.141899058	2.873755118
957	2.140401102	2.872298699
958	2.138711192	2.870768208
959	2.134662955	2.864455211
960	2.133435685	2.862049587
961	2.132751425	2.86097249
962	2.131877258	2.859491012
963	2.129873829	2.857686128
964	2.126593813	2.854507805
965	2.124479228	2.852896418
966	2.122900656	2.851521133
967	2.120935182	2.847758718
968	2.118993315	2.845000657
969	2.116738063	2.841140889
970	2.114510959	2.837189158
971	2.112214452	2.835365178
972	2.110428051	2.831805352
973	2.107879388	2.829542011
974	2.106248146	2.827732849
975	2.103557647	2.824388735
976	2.102668606	2.822227118
977	2.101022944	2.821074385
978	2.100523147	2.820410311
979	2.099506525	2.819787816
980	2.097477444	2.818543786
981	2.096945138	2.817650649
982	2.094709921	2.815683703
983	2.093926815	2.81443762
984	2.090206353	2.809996413
985	2.087192195	2.805883085
986	2.086557892	2.804552063
987	2.085306975	2.802450983
988	2.084449443	2.801333867
989	2.083795974	2.799932738
990	2.083075444	2.798797346
991	2.082656472	2.798062898
992	2.081067726	2.797078529
993	2.080646474	2.796131456
994	2.079712652	2.79433198
995	2.078270292	2.793334491
996	2.076962986	2.791163848
997	2.076408152	2.790669137
