weekday,velocity_mean_weekday,velocity_std_weekday
0,15.915802739487809,2452.532708563466
1,20.769609848088276,7542.892525658627
2,14.949320075446803,1428.3794666631711
3,14.855925419241368,1382.3316362929102
4,12.70290277088745,49.7047134927167
5,18.55561840021644,71.56513827465356
6,21.55376762531525,79.89372949779737
