five_sec,velocity_mean_5sec,velocity_std_5sec
00:00:00,16.433516839824613,7.705091954524706
00:00:05,16.33054740043597,7.17622999641838
00:00:10,16.72299035215156,12.240372770298649
00:00:15,17.083147182311535,27.898118013470583
00:00:20,16.316044971600817,11.161875552104945
00:00:25,16.374459706785295,21.66542047116261
00:00:30,16.97356557743353,37.50397830637883
00:00:35,16.775173940116336,30.01309622307162
00:00:40,15.97798739467366,16.10177752304777
00:00:45,15.01175300759709,7.419406924112404
00:00:50,15.661119177790255,22.386901600433372
00:00:55,15.65719355108176,31.463665077114218
00:01:00,15.645766493473843,22.33186648732762
00:01:05,14.056508082498066,7.930680753831771
00:01:10,13.95571941291663,8.305903685560539
00:01:15,14.124986686373804,9.14363115998044
00:01:20,15.1163892333604,32.322764644123545
00:01:25,13.602419090437138,7.644114490619759
00:01:30,14.270164577363165,8.895961689598215
00:01:35,15.169489446164288,24.791204428911357
00:01:40,15.530139466654045,32.35199342033194
00:01:45,16.526822525513808,36.051966536405125
00:01:50,15.356291559641111,22.343331233700315
00:01:55,16.96634164617348,44.628627010984275
00:02:00,15.217341285064274,12.6614906651438
00:02:05,15.865853900526274,33.677895758419105
00:02:10,14.512498773234958,7.929503115954628
00:02:15,14.547627822029108,7.989058479110848
00:02:20,14.410444700173473,7.655202602591156
00:02:25,17.19400067040336,51.06692647249561
00:02:30,16.28364457378774,35.8067089417612
00:02:35,15.118615212871891,13.609769992013543
00:02:40,17.475988603005586,69.85413364654787
00:02:45,18.000835452952796,68.41340932752082
00:02:50,14.779455050576058,8.24525528123952
00:02:55,14.685209796990208,7.395850153235409
00:03:00,15.659424335597945,30.084565112741156
00:03:05,14.770991451214135,7.760607484478066
00:03:10,17.38407329467472,72.21826776593014
00:03:15,14.934215487147966,9.500865098270165
00:03:20,15.580009271744615,18.767492206362526
00:03:25,16.092978482240095,20.184278688585305
00:03:30,15.340268276300813,11.17726385119715
00:03:35,14.780954745019175,7.106958335254972
00:03:40,15.337592826929342,24.098922798603176
00:03:45,15.767368665971706,20.87318910270081
00:03:50,15.629728975125676,19.052489049288923
00:03:55,15.527643596516603,6.684579611165694
00:04:00,16.15152249145686,14.77837780823468
00:04:05,16.0521623248479,10.960327887118712
00:04:10,16.075858532088592,11.23553075023544
00:04:15,15.643344850635216,6.540134908828968
00:04:20,15.939627557555811,16.870065209589498
00:04:25,15.05556759929363,6.776371925203277
00:04:30,15.219032042622546,13.49389788144464
00:04:35,17.667251726032447,71.41569149956125
00:04:40,15.014645658009492,8.24369440128503
00:04:45,15.988232430134405,21.936492625444643
00:04:50,14.429158330355033,7.358330921762188
00:04:55,14.2676040538246,7.5254046125016245
00:05:00,14.842731914513733,12.162806701562845
00:05:05,14.676865987622806,7.448079557642746
00:05:10,15.965728407367395,49.21125647148475
00:05:15,15.015130300133285,17.670515660717996
00:05:20,14.929933315070759,13.050762958597998
00:05:25,15.08260443570468,26.8030034569914
00:05:30,14.115725597921953,10.63883798562656
00:05:35,15.189173816245873,29.27778839721945
00:05:40,14.745123888650234,8.272912511324044
00:05:45,16.122445234120104,24.861775873160447
00:05:50,15.710375869363512,21.211945698545318
00:05:55,15.141235669202056,11.389569902414259
00:06:00,14.872104016438845,11.472851257319004
00:06:05,15.035757459041102,13.335335251625914
